databank	nb_OTU	dataset	set_number	amplicon	abundance_law	method	Genus	Family	Order	Class	Phylum	OTU lost	OTU false
utax	500sp	dataset_1	set9	V3V4	powerlaw	mothur	4.13841673215	2.50096402175	2.23684899178	2.09645857539	0.789955236694	-43	3792
utax	500sp	dataset_1	set10	V3V4	powerlaw	mothur	2.75653081924	1.28350179081	0.938794649889	0.790039230553	0.448423196492	-40	3121
utax	500sp	dataset_2	set1	V3V4	powerlaw	mothur	3.81566698434	2.114997694	1.59924629479	1.43278554815	0.969300243331	-25	2144
utax	500sp	dataset_2	set2	V3V4	powerlaw	mothur	3.65763173337	2.57806688244	2.17643484551	1.95744396644	1.56150615245	-25	2352
utax	500sp	dataset_2	set3	V3V4	powerlaw	mothur	3.62444858103	2.19313619582	1.74190412176	1.44344351217	1.04065233333	-26	2202
utax	500sp	dataset_2	set4	V3V4	powerlaw	mothur	3.75777700184	2.40421866914	2.03334883837	1.87663708985	0.577842770413	-25	3432
utax	500sp	dataset_2	set5	V3V4	powerlaw	mothur	4.14640259377	1.6211013835	1.27577604259	1.10081814799	0.750804640484	-25	3434
utax	500sp	dataset_2	set6	V3V4	powerlaw	mothur	3.73108519812	2.50043223895	1.96798196631	1.68374221151	1.44031523048	-26	3627
utax	500sp	dataset_2	set7	V3V4	powerlaw	mothur	4.28436065682	1.49053085188	1.13308553856	0.968744849341	0.789154574879	-26	3898
utax	500sp	dataset_2	set8	V3V4	powerlaw	mothur	9.52289071362	2.18308922201	1.81729526546	1.7014474853	0.637419124184	-26	3003
utax	500sp	dataset_2	set9	V3V4	powerlaw	mothur	3.12251864931	2.11300708509	1.67494768308	1.52458369818	0.742284276178	-26	3984
utax	500sp	dataset_2	set10	V3V4	powerlaw	mothur	2.31138627066	1.44057829313	1.18442536561	1.00498894748	0.566276033116	-24	2507
utax	500sp	dataset_3	set1	V3V4	powerlaw	mothur	6.35990143188	2.51555281354	1.91502783057	1.78226524168	0.923928554515	-42	2848
utax	500sp	dataset_3	set2	V3V4	powerlaw	mothur	4.18081173345	1.66573478723	1.43232328419	1.32023898913	1.03606818703	-43	3797
utax	500sp	dataset_3	set3	V3V4	powerlaw	mothur	6.37106634409	1.63519922735	1.33277667802	1.11584683634	0.787645941045	-44	4581
utax	500sp	dataset_3	set4	V3V4	powerlaw	mothur	4.47254916704	2.2000522927	1.94045824523	1.84867391581	1.09671454227	-41	3238
utax	500sp	dataset_3	set5	V3V4	powerlaw	mothur	4.62829747909	2.13802933883	1.91994405041	1.78775804396	0.513287694048	-42	2488
utax	500sp	dataset_3	set6	V3V4	powerlaw	mothur	4.68598100966	2.47899161537	2.17350772802	1.8634767043	1.05212715078	-42	2757
