databank	nb_OTU	dataset	set_number	amplicon	abundance_law	method	Species	Genus	Family	Order	Class	Phylum	OTU lost	OTU false
silva	500sp	dataset_4	set1	V3V4	powerlaw	uparse	4.51895688728	2.88633685084	2.03710884758	1.82323231639	1.64229115646	1.16156169138	-79	4
silva	500sp	dataset_4	set2	V3V4	powerlaw	uparse	5.39671585888	2.85984369828	1.99344522736	1.79595244558	1.6711800824	0.992857271768	-79	3
silva	500sp	dataset_4	set3	V3V4	powerlaw	uparse	8.00441843941	4.41428251684	3.09821787793	1.40359387813	1.13362938439	1.00161886836	-79	3
silva	500sp	dataset_4	set4	V3V4	powerlaw	uparse	5.23106143698	2.22982627687	1.60903002376	1.11103261267	0.94203430299	0.656149045394	-79	4
silva	500sp	dataset_4	set5	V3V4	powerlaw	uparse	5.66979916592	3.59286871102	2.13150746649	1.97502373636	1.80286328437	1.06756959884	-79	2
silva	500sp	dataset_4	set6	V3V4	powerlaw	uparse	5.14185121204	2.73432966344	2.11470577822	1.94163154866	1.77479457352	0.945959728234	-78	5
silva	500sp	dataset_4	set7	V3V4	powerlaw	uparse	9.77727368626	3.072525037	2.40419323638	2.1856534731	2.08176733258	1.32284794001	-79	4
silva	500sp	dataset_4	set8	V3V4	powerlaw	uparse	5.30518840295	2.59433220738	1.9664679006	1.73658962482	1.44403284617	1.24271969457	-79	2
silva	500sp	dataset_4	set9	V3V4	powerlaw	uparse	8.45473484701	2.77834555668	2.04221811358	1.71981995072	1.56868729169	0.908522561785	-79	3
silva	500sp	dataset_4	set10	V3V4	powerlaw	uparse	5.71510850837	3.17944151691	1.93600389866	1.58381829584	1.44748226173	0.491136541527	-79	5
silva	500sp	dataset_5	set1	V3V4	powerlaw	uparse	7.30520385726	3.39379772623	1.98311312457	1.77382984457	1.68904196411	1.22444971279	-73	4
silva	500sp	dataset_5	set2	V3V4	powerlaw	uparse	5.12630620448	3.35728849358	2.4539874764	2.18615845896	2.05655637683	1.14767066129	-73	0
silva	500sp	dataset_5	set3	V3V4	powerlaw	uparse	4.63214315875	3.08403731293	1.75589074445	1.5075505812	1.28542391829	0.925195361638	-74	6
silva	500sp	dataset_5	set4	V3V4	powerlaw	uparse	4.58869084713	2.59955987464	1.77829178384	1.39645326625	1.23989805297	0.495250342649	-73	6
silva	500sp	dataset_5	set5	V3V4	powerlaw	uparse	10.1370358273	5.87138247139	3.69587515593	2.23129627266	2.12506369273	1.25656628054	-73	2
silva	500sp	dataset_5	set6	V3V4	powerlaw	uparse	6.03539946445	3.88317805556	2.52848555623	2.23844729508	2.05472324123	1.15202340506	-73	3
silva	500sp	dataset_5	set7	V3V4	powerlaw	uparse	4.66718434434	2.88446832529	1.88707705304	1.74771554682	1.60015590284	1.0480113622	-73	6
silva	500sp	dataset_5	set8	V3V4	powerlaw	uparse	5.06730151178	3.00405723205	1.9095967119	1.1677669264	0.770296653505	0.435258323575	-73	3
silva	500sp	dataset_5	set9	V3V4	powerlaw	uparse	4.65405447099	3.4027902223	2.50722012118	2.26301266646	2.06811747977	1.72902487239	-73	1
silva	500sp	dataset_5	set10	V3V4	powerlaw	uparse	6.712690434	3.11505990118	2.09511382168	1.73366902059	1.43388772115	0.762527678982	-73	8
silva	1000sp	dataset_1	set1	V3V4	powerlaw	uparse	6.97479449557	4.32218623055	2.3571624405	2.02842148862	1.87129733319	0.98403228561	-213	8
silva	1000sp	dataset_1	set2	V3V4	powerlaw	uparse	6.58078673343	4.77876660563	3.16246490873	1.78321760769	1.53089970091	0.969208821775	-216	16
silva	1000sp	dataset_1	set3	V3V4	powerlaw	uparse	9.96804979118	5.48995388817	1.63249488159	1.28229193333	1.12371541802	0.930679532408	-213	7
silva	1000sp	dataset_1	set4	V3V4	powerlaw	uparse	7.84158354492	3.64617324794	1.56475634939	1.15612314035	0.862811754418	0.584251374182	-212	11
silva	1000sp	dataset_1	set5	V3V4	powerlaw	uparse	9.1571664702	4.79992583475	2.45181168901	2.0517840822	1.31667932545	1.21427012531	-212	10
silva	1000sp	dataset_1	set6	V3V4	powerlaw	uparse	9.41234960434	3.60919879254	2.04054086524	1.79600494066	1.15370117392	1.07339849685	-214	15
silva	1000sp	dataset_1	set7	V3V4	powerlaw	uparse	6.31247497654	3.98206057316	2.14897141466	1.57719172957	1.17161087792	0.894280766629	-207	13
silva	1000sp	dataset_1	set8	V3V4	powerlaw	uparse	5.85223457002	3.11249503213	1.85453737028	1.41326650025	0.63236125901	0.346026611441	-212	7
silva	1000sp	dataset_1	set9	V3V4	powerlaw	uparse	10.320100181	4.71663370495	2.03861417578	1.68669269804	1.54393556005	1.01437457419	-211	11
silva	1000sp	dataset_1	set10	V3V4	powerlaw	uparse	6.02020484401	3.43226386066	1.99900626231	1.58953774571	1.34602090399	0.881702030581	-211	14
silva	1000sp	dataset_2	set1	V3V4	powerlaw	uparse	6.87337541381	3.47580140904	2.0153410476	1.70882732448	1.26663623628	0.950511417375	-215	2
silva	1000sp	dataset_2	set2	V3V4	powerlaw	uparse	8.39891714053	4.76577579138	2.09033013276	1.8418520397	1.4992141142	1.07452938949	-213	7
silva	1000sp	dataset_2	set3	V3V4	powerlaw	uparse	9.8510114251	3.67755857364	2.08174775797	1.78888478025	1.27938063386	0.870575448595	-211	3
silva	1000sp	dataset_2	set4	V3V4	powerlaw	uparse	6.64125467121	4.76163321954	1.65380303253	1.37090015896	1.07041776996	0.615019285765	-214	8
silva	1000sp	dataset_2	set5	V3V4	powerlaw	uparse	8.8598922394	4.2889463646	2.03967939354	1.73825028312	1.55514210408	0.950006417791	-214	9
silva	1000sp	dataset_2	set6	V3V4	powerlaw	uparse	8.04878104171	4.06219946784	2.26305568962	2.06922473883	1.76701241597	1.11665705703	-210	3
silva	1000sp	dataset_2	set7	V3V4	powerlaw	uparse	6.17114960236	3.62124647311	1.87715869291	1.60463423606	1.29685680835	1.04465552021	-213	5
silva	1000sp	dataset_2	set8	V3V4	powerlaw	uparse	6.58571469305	3.49433850871	1.7957033393	1.56463608193	1.36206799093	1.04054639158	-215	6
silva	1000sp	dataset_2	set9	V3V4	powerlaw	uparse	10.7153693862	6.2370934647	1.88289894984	1.57663210851	1.22416945647	0.787248077164	-213	8
silva	1000sp	dataset_2	set10	V3V4	powerlaw	uparse	7.27102673483	4.66829219657	2.2069922068	1.88909464041	1.52639761445	0.653840044257	-213	11
silva	1000sp	dataset_3	set1	V3V4	powerlaw	uparse	9.04178172818	5.41999449019	3.51122952949	2.4510185096	2.169891426	1.44526050164	-208	9
silva	1000sp	dataset_3	set2	V3V4	powerlaw	uparse	7.78577298355	5.1331839882	1.88856545537	1.55214809665	1.39914065175	1.10247211885	-210	3
silva	1000sp	dataset_3	set3	V3V4	powerlaw	uparse	8.19215968668	4.97520168237	2.89718014442	2.20436594159	1.45702981228	1.00921306705	-209	8
silva	1000sp	dataset_3	set4	V3V4	powerlaw	uparse	13.0207221821	6.32392805089	3.08658426421	2.75387935618	2.49186286832	1.96299583792	-205	7
silva	1000sp	dataset_3	set5	V3V4	powerlaw	uparse	7.11210080742	3.15473552933	2.06873234898	1.76152048558	1.32651071412	0.671691433377	-207	10
silva	1000sp	dataset_3	set6	V3V4	powerlaw	uparse	6.84275336192	4.41793990573	1.99501561936	1.74142841864	1.3291159797	0.916050351336	-209	8
silva	1000sp	dataset_3	set7	V3V4	powerlaw	uparse	7.80394313181	3.95448351584	2.25195042599	1.86116913185	1.43763696418	1.04336107473	-209	10
silva	1000sp	dataset_3	set8	V3V4	powerlaw	uparse	7.2411433242	3.93252432998	2.23067163039	1.81829841248	1.56317898663	0.912981263149	-209	5
silva	1000sp	dataset_3	set9	V3V4	powerlaw	uparse	8.720101841	6.94565589224	2.10481678565	1.83728044144	1.66443120167	1.23162290062	-208	7
silva	1000sp	dataset_3	set10	V3V4	powerlaw	uparse	8.02280199637	5.0550414363	2.65774872197	2.13974225704	2.03932429293	1.63967246523	-210	14
silva	1000sp	dataset_4	set1	V3V4	powerlaw	uparse	6.65432310067	3.85257632678	2.35833755532	2.10809088162	1.8712956182	1.47115248524	-206	13
silva	1000sp	dataset_4	set2	V3V4	powerlaw	uparse	8.95244137045	6.10901243264	2.23410049602	1.70814881066	1.42222722785	1.13243621968	-202	18
silva	1000sp	dataset_4	set3	V3V4	powerlaw	uparse	5.83101919317	3.51753474087	2.10119782462	1.73493074998	1.43072081626	0.575708807898	-201	11
silva	1000sp	dataset_4	set4	V3V4	powerlaw	uparse	7.38326620216	4.38484425693	1.78725964476	1.39888226549	1.13529958928	0.732333563156	-205	5
silva	1000sp	dataset_4	set5	V3V4	powerlaw	uparse	5.1492474302	3.37948654631	2.05655065799	1.72753403553	1.49905746311	0.986528474875	-203	5
silva	1000sp	dataset_4	set6	V3V4	powerlaw	uparse	6.21763864243	3.34022764198	1.87267221335	1.6053648809	1.19247646902	0.701618591939	-204	11
silva	1000sp	dataset_4	set7	V3V4	powerlaw	uparse	6.16710981169	3.92792642711	2.436730917	2.0510095858	1.71767392808	1.52310243589	-203	4
silva	1000sp	dataset_4	set8	V3V4	powerlaw	uparse	6.54192140274	3.63903251872	2.08418386335	1.63739050483	1.3068311945	1.18884653929	-202	9
silva	1000sp	dataset_4	set9	V3V4	powerlaw	uparse	7.54098749864	5.13961766569	2.92281637882	2.21318910064	2.00864658147	1.40189917201	-204	5
silva	1000sp	dataset_4	set10	V3V4	powerlaw	uparse	6.72495062568	3.49173312635	1.54339289828	1.23201761024	1.08990957416	0.626232838805	-204	4
silva	1000sp	dataset_5	set1	V3V4	powerlaw	uparse	7.24232074162	4.04515010074	2.35405225805	1.67226937028	1.2793851243	0.846390298159	-210	8
silva	1000sp	dataset_5	set2	V3V4	powerlaw	uparse	6.86902628694	4.01202801926	2.21411704827	1.79112373147	1.57855739047	1.05734943904	-215	12
silva	1000sp	dataset_5	set3	V3V4	powerlaw	uparse	11.5791602009	6.13468438848	3.67712341659	1.84161567238	1.47544010681	1.09658980033	-212	17
silva	1000sp	dataset_5	set4	V3V4	powerlaw	uparse	7.36547604928	3.54978027088	2.5574262501	2.09866688783	1.92804265197	0.784535031318	-213	11
silva	1000sp	dataset_5	set5	V3V4	powerlaw	uparse	9.63446787596	4.34686385934	2.33314368364	2.02407545636	1.68628949501	1.31073923008	-211	5
silva	1000sp	dataset_5	set6	V3V4	powerlaw	uparse	7.3564649154	3.28660055331	2.03218725834	1.73506812427	1.48921867606	0.95836552237	-208	5
silva	1000sp	dataset_5	set7	V3V4	powerlaw	uparse	12.6607523627	4.0076568528	2.36695661196	2.00780147143	1.52243576871	1.3939001197	-215	9
silva	1000sp	dataset_5	set8	V3V4	powerlaw	uparse	8.4765912228	5.00145417273	2.15261712811	1.8900331892	1.66690582889	1.14895014091	-211	12
silva	1000sp	dataset_5	set9	V3V4	powerlaw	uparse	7.56152898967	4.85699821219	2.09505351036	1.73508616741	1.05350864361	0.671951377189	-208	10
silva	1000sp	dataset_5	set10	V3V4	powerlaw	uparse	19.7389407912	4.68912644721	2.29515906768	2.0679998541	1.62141668562	1.13255053008	-210	6
silva	20sp	dataset_1	set1	V4V4	powerlaw	mothur	1.55488277783	0.488287127094	0.430752690853	0.303199717888	0.298111273104	0.23108152134	-1	221
silva	20sp	dataset_1	set2	V4V4	powerlaw	mothur	2.35622506852	0.687608117603	0.686572170229	0.669710173626	0.669710173626	0.669710173626	-1	221
silva	20sp	dataset_1	set3	V4V4	powerlaw	mothur	4.27678177305	0.293992056051	0.26865335726	0.210884411977	0.11787482716	0.11787482716	-1	180
silva	20sp	dataset_1	set4	V4V4	powerlaw	mothur	2.72099628626	0.302989861737	0.281262427229	0.187979171021	0.149486607956	0.0466353530984	-1	273
silva	20sp	dataset_1	set5	V4V4	powerlaw	mothur	1.46152104846	0.605057322118	0.522263893124	0.447893371855	0.393491439359	0.0579322949853	-1	323
silva	20sp	dataset_1	set6	V4V4	powerlaw	mothur	1.16775352538	0.459141180976	0.422639094432	0.369467734871	0.300672658021	0.269524767287	-1	119
silva	20sp	dataset_1	set7	V4V4	powerlaw	mothur	1.05354470274	0.555492813802	0.487181596739	0.379413548002	0.313016251356	0.159590343081	-1	157
silva	20sp	dataset_1	set8	V4V4	powerlaw	mothur	1.57486704772	0.426331048686	0.390189707804	0.372625427694	0.340509345319	0.280400018281	-1	270
silva	20sp	dataset_1	set9	V4V4	powerlaw	mothur	4.35962335636	0.445904347015	0.419630627854	0.411162820637	0.378010751026	0.337957584963	-1	111
silva	20sp	dataset_1	set10	V4V4	powerlaw	mothur	2.11782400302	0.622443259327	0.518875225712	0.440349426592	0.438569802776	0.167675404337	-1	115
silva	20sp	dataset_2	set1	V4V4	powerlaw	mothur	1.84853367146	0.323443367353	0.225695917679	0.224659476404	0.13206019136	0.0796308196145	-2	199
silva	20sp	dataset_2	set2	V4V4	powerlaw	mothur	2.83027972202	0.616381759554	0.561478404989	0.561478404989	0.412284023269	0.375633685389	-2	156
silva	20sp	dataset_2	set3	V4V4	powerlaw	mothur	4.55961382932	0.339693001235	0.292425430018	0.292425430018	0.284542542525	0.178405835566	-2	238
silva	20sp	dataset_2	set4	V4V4	powerlaw	mothur	1.8615385631	0.571561467862	0.473858334507	0.473858334507	0.412305848849	0.412305848849	-2	173
silva	20sp	dataset_2	set5	V4V4	powerlaw	mothur	2.14513113852	0.440216022331	0.440216022331	0.40148927128	0.248822004014	0.147444665309	-2	167
silva	20sp	dataset_2	set6	V4V4	powerlaw	mothur	3.7339356718	0.338988642054	0.327404263252	0.324292197774	0.300353366472	0.300353366472	-2	157
silva	20sp	dataset_2	set7	V4V4	powerlaw	mothur	2.34305223907	0.365400726237	0.190694209934	0.186551364628	0.182134021896	0.182134021896	-2	164
silva	20sp	dataset_2	set8	V4V4	powerlaw	mothur	2.59917868031	0.394695162659	0.353350037651	0.322160674292	0.275840547952	0.275840547952	-2	143
silva	20sp	dataset_2	set9	V4V4	powerlaw	mothur	2.13998547789	0.470522646001	0.335820006725	0.298513288577	0.280906929996	0.0661285684029	-2	128
silva	20sp	dataset_2	set10	V4V4	powerlaw	mothur	2.22656020253	0.342994860847	0.295173750135	0.28842813644	0.232496568077	0.232496568077	-2	179
silva	20sp	dataset_3	set1	V4V4	powerlaw	mothur	1.828502812	0.274119062471	0.261341369559	0.209052704047	0.195722303121	0.160825222791	-1	242
silva	20sp	dataset_3	set2	V4V4	powerlaw	mothur	1.135943862	0.325493839237	0.292587469827	0.224204869988	0.224204869988	0.224204869988	-1	168
silva	20sp	dataset_3	set3	V4V4	powerlaw	mothur	1.28598185472	0.407684450125	0.399074697719	0.336272512564	0.336272512564	0.336272512564	-1	83
silva	20sp	dataset_3	set4	V4V4	powerlaw	mothur	2.26727210519	0.584320890423	0.538149927226	0.486778083403	0.486778083403	0.486778083403	-1	157
silva	20sp	dataset_3	set5	V4V4	powerlaw	mothur	1.77108703501	0.503175539907	0.469171002396	0.301290238573	0.295060752773	0.289868146133	-1	139
silva	20sp	dataset_3	set6	V4V4	powerlaw	mothur	2.60090928473	0.514354103048	0.461817387091	0.327172675941	0.310555884867	0.250018526286	-1	98
silva	20sp	dataset_3	set7	V4V4	powerlaw	mothur	2.34748778691	0.344426582796	0.273146475226	0.237726898766	0.237726898766	0.235657854768	-1	107
silva	20sp	dataset_3	set8	V4V4	powerlaw	mothur	1.22568110919	0.385547384613	0.310064210798	0.283738692807	0.206191983793	0.206191983793	-1	115
silva	20sp	dataset_3	set9	V4V4	powerlaw	mothur	1.04144153725	0.407503668929	0.396070692664	0.373850954548	0.373850954548	0.352779643142	-1	101
silva	20sp	dataset_3	set10	V4V4	powerlaw	mothur	2.71354413326	0.33352789354	0.296530452537	0.236933702427	0.232790170481	0.231754287494	-1	138
silva	20sp	dataset_4	set1	V4V4	powerlaw	mothur	16.0541754304	0.353428498161	0.304076164999	0.296246458326	0.286729469209	0.278882721149	-3	139
silva	20sp	dataset_4	set2	V4V4	powerlaw	mothur	11.3911493075	0.363841602708	0.324834741094	0.312162469809	0.311129454644	0.311129454644	-3	151
silva	20sp	dataset_4	set3	V4V4	powerlaw	mothur	7.71538477647	0.424089572212	0.373925430779	0.371860296442	0.339812013254	0.263455593805	-3	226
silva	20sp	dataset_4	set4	V4V4	powerlaw	mothur	3.18351655694	0.365001634898	0.326686103509	0.311902828524	0.311902828524	0.300158506287	-3	187
silva	20sp	dataset_4	set5	V4V4	powerlaw	mothur	22.7682652494	0.700059122352	0.590141111007	0.57263610594	0.57263610594	0.529583943698	-3	130
silva	20sp	dataset_4	set6	V4V4	powerlaw	mothur	5.52967145005	0.509555815346	0.413016929673	0.411980885704	0.410944841734	0.38225828228	-3	180
silva	20sp	dataset_4	set7	V4V4	powerlaw	mothur	8.53607065484	0.318975993198	0.25940508918	0.25940508918	0.219860297208	0.180486370063	-3	110
silva	20sp	dataset_4	set8	V4V4	powerlaw	mothur	6.47007324035	0.337893625266	0.306593177805	0.278047369034	0.254918931703	0.254918931703	-3	111
silva	20sp	dataset_4	set9	V4V4	powerlaw	mothur	9.78826018926	0.449938121632	0.434135677266	0.396534164531	0.387667752062	0.296714226278	-3	188
silva	20sp	dataset_4	set10	V4V4	powerlaw	mothur	17.3805165651	0.411147373629	0.403847396622	0.369010847614	0.369010847614	0.346313334613	-3	142
silva	20sp	dataset_5	set1	V4V4	powerlaw	mothur	1.44122716502	0.93342240396	0.909578277734	0.88525880227	0.820494938195	0.756154045753	-1	104
silva	20sp	dataset_5	set2	V4V4	powerlaw	mothur	48.7941236557	46.9865592805	46.9865592805	46.2744009753	40.6592959263	40.6592959263	-1	132
silva	20sp	dataset_5	set3	V4V4	powerlaw	mothur	18.7188293762	16.065652978	16.065652978	15.79478248	15.5557171749	15.5557171749	-1	114
silva	20sp	dataset_5	set4	V4V4	powerlaw	mothur	9.79958635558	8.58247232468	8.58247232468	8.37097725163	7.81867722529	7.81867722529	-1	136
silva	20sp	dataset_5	set5	V4V4	powerlaw	mothur	9.4629598018	0.739024053938	0.736930339269	0.659396180767	0.594883708209	0.593836850875	-1	150
silva	20sp	dataset_5	set6	V4V4	powerlaw	mothur	1.43209422541	0.691040970203	0.658007766136	0.52661500255	0.313309540046	0.313309540046	-1	103
silva	20sp	dataset_5	set7	V4V4	powerlaw	mothur	17.0754052248	15.9821406586	15.9821406586	7.01037512767	6.59913065308	6.59913065308	-1	124
silva	20sp	dataset_5	set8	V4V4	powerlaw	mothur	11.1410540593	8.58532532085	8.58532532085	8.53475330535	8.06705919632	8.06479431891	-1	147
silva	20sp	dataset_5	set9	V4V4	powerlaw	mothur	6.82096842899	5.53683760099	5.53683760099	5.05259371241	4.97369750116	4.97369750116	-1	81
silva	20sp	dataset_5	set10	V4V4	powerlaw	mothur	1.47189214055	0.916379947249	0.861424512244	0.833901180869	0.720022198718	0.69272064338	-1	151
silva	100sp	dataset_1	set1	V4V4	powerlaw	mothur	2.1794020778	1.28333430548	0.853046119438	0.719073929064	0.583284712266	0.497682781715	-9	296
silva	100sp	dataset_1	set2	V4V4	powerlaw	mothur	6.02683145116	3.83919637457	0.710580046447	0.656306194451	0.56126149824	0.49482364734	-9	244
silva	100sp	dataset_1	set3	V4V4	powerlaw	mothur	5.23047520105	1.74680983985	0.702336237799	0.68972984928	0.433045067225	0.152836724199	-9	277
silva	100sp	dataset_1	set4	V4V4	powerlaw	mothur	11.6917447298	10.2866292734	0.684926685791	0.622511485841	0.518804405337	0.38782085266	-9	431
silva	100sp	dataset_1	set5	V4V4	powerlaw	mothur	3.24131912016	2.6462469265	0.637774275574	0.607297377135	0.355965240529	0.297061280015	-9	252
silva	100sp	dataset_1	set6	V4V4	powerlaw	mothur	3.10362009772	0.89733382949	0.433362693904	0.381799197073	0.271797891613	0.204175018474	-9	266
silva	100sp	dataset_1	set7	V4V4	powerlaw	mothur	8.25397052859	2.74701599289	2.00794365901	1.93339618654	1.82356925981	1.64614991398	-9	567
silva	100sp	dataset_1	set8	V4V4	powerlaw	mothur	4.02478661251	3.20543575661	1.02158688915	0.942142173477	0.795023471512	0.702060196279	-9	438
silva	100sp	dataset_1	set9	V4V4	powerlaw	mothur	5.29118848335	3.04793277041	0.544091533968	0.501485305495	0.354450239546	0.301999781399	-9	249
silva	100sp	dataset_1	set10	V4V4	powerlaw	mothur	2.07728252841	0.985802189113	0.504116264977	0.411278754503	0.332836649132	0.242457157304	-9	528
silva	100sp	dataset_2	set1	V4V4	powerlaw	mothur	15.7475915629	12.2901165413	10.6262760014	9.70523350082	8.95199060281	8.44351296172	-20	519
silva	100sp	dataset_2	set2	V4V4	powerlaw	mothur	4.4390797915	3.84168513811	2.53224250336	2.27475873104	1.09015012676	0.985075217909	-21	663
silva	100sp	dataset_2	set3	V4V4	powerlaw	mothur	19.7202704222	7.8231557432	1.4375721413	1.35269128678	0.702354765571	0.543618130308	-21	318
silva	100sp	dataset_2	set4	V4V4	powerlaw	mothur	51.7237184384	7.87695396682	1.75250694856	1.32299185531	0.678132198003	0.616492533491	-21	607
silva	100sp	dataset_2	set5	V4V4	powerlaw	mothur	51.4580470208	50.2757425112	1.25518786574	1.11391108719	0.812326455543	0.774381336535	-21	252
silva	100sp	dataset_2	set6	V4V4	powerlaw	mothur	12.3181343784	3.48565587516	1.23563185824	1.09868131832	0.845680886057	0.845036367015	-21	354
silva	100sp	dataset_2	set7	V4V4	powerlaw	mothur	11.3347054676	6.10807901574	4.8071546228	4.52090701621	4.05163846166	4.02480365412	-21	325
silva	100sp	dataset_2	set8	V4V4	powerlaw	mothur	8.81889835511	7.83977804492	2.65427214044	2.52533981884	1.72696077713	1.64049039299	-21	292
silva	100sp	dataset_2	set9	V4V4	powerlaw	mothur	7.71477853272	2.62017333575	1.6238987003	1.4678156557	1.24726262999	1.08708410887	-21	289
silva	100sp	dataset_2	set10	V4V4	powerlaw	mothur	3.07258955236	1.94876430665	1.07005589894	0.864654913652	0.544614173925	0.520991011674	-20	344
silva	100sp	dataset_3	set1	V4V4	powerlaw	mothur	2.97822576675	1.42057499632	0.671946266403	0.650128970276	0.570454565211	0.553444496418	-12	292
silva	100sp	dataset_3	set2	V4V4	powerlaw	mothur	5.09709382811	2.18423252379	0.377490450888	0.311742662994	0.270706787751	0.19713961147	-13	235
silva	100sp	dataset_3	set3	V4V4	powerlaw	mothur	3.30532527111	1.21072963658	0.606876525545	0.536273783233	0.373991009072	0.310868703898	-13	264
silva	100sp	dataset_3	set4	V4V4	powerlaw	mothur	4.63287060609	1.0566833484	0.667961290091	0.595696868088	0.51491447008	0.473012542623	-12	306
silva	100sp	dataset_3	set5	V4V4	powerlaw	mothur	2.86913743037	1.19489536491	0.66500076425	0.5591314264	0.416820358272	0.335498509958	-12	260
silva	100sp	dataset_3	set6	V4V4	powerlaw	mothur	5.16616374212	2.55250686612	0.708170394159	0.610211715016	0.448485575862	0.35545141558	-12	243
silva	100sp	dataset_3	set7	V4V4	powerlaw	mothur	6.20498997999	1.8760524567	0.771347752852	0.679495691069	0.604271510547	0.555150940023	-13	335
silva	100sp	dataset_3	set8	V4V4	powerlaw	mothur	2.57440355268	0.807407754088	0.583371219145	0.55984886572	0.510539943048	0.313838394198	-12	295
silva	100sp	dataset_3	set9	V4V4	powerlaw	mothur	4.63840775919	1.32668755475	0.623606849553	0.441699438578	0.396999109203	0.322097430869	-12	260
silva	100sp	dataset_3	set10	V4V4	powerlaw	mothur	6.40489389702	1.42871837942	0.686213417317	0.564698157604	0.504877173604	0.469165243002	-13	235
silva	100sp	dataset_4	set1	V4V4	powerlaw	mothur	9.39353135343	5.87965719125	0.828177013519	0.782197768909	0.531241076639	0.32632638992	-13	296
silva	100sp	dataset_4	set2	V4V4	powerlaw	mothur	23.704343995	1.49148041804	0.739209607346	0.706526457163	0.52908715236	0.286778864221	-13	282
silva	100sp	dataset_4	set3	V4V4	powerlaw	mothur	5.16827444364	1.72237882817	0.659986819366	0.607320517139	0.467241508919	0.43276568501	-13	265
silva	100sp	dataset_4	set4	V4V4	powerlaw	mothur	2.68000508055	1.19299167643	0.893237180929	0.860307892514	0.701971844867	0.588734800144	-13	264
silva	100sp	dataset_4	set5	V4V4	powerlaw	mothur	4.89190245449	1.16365840024	0.854359196022	0.816363109856	0.676907960557	0.578398688955	-13	250
silva	100sp	dataset_4	set6	V4V4	powerlaw	mothur	12.4726130064	0.966162884459	0.723860449446	0.69827356075	0.511689290358	0.472155275243	-13	426
silva	100sp	dataset_4	set7	V4V4	powerlaw	mothur	45.0946843884	42.3428724305	42.1270244505	42.1270244505	42.1270244505	42.1270244505	-13	280
silva	100sp	dataset_4	set8	V4V4	powerlaw	mothur	6.57348539815	1.08561205147	0.441503073539	0.412492713708	0.296127222746	0.208021309078	-13	470
silva	100sp	dataset_4	set9	V4V4	powerlaw	mothur	11.2171392861	8.00867321669	7.76391856287	7.75814721359	7.74457232936	7.7329363189	-13	415
silva	100sp	dataset_4	set10	V4V4	powerlaw	mothur	6.48447878682	1.08708552329	0.738574812312	0.686455008224	0.51377355872	0.490094229508	-13	307
silva	100sp	dataset_5	set1	V4V4	powerlaw	mothur	2.53324010557	1.83904310111	1.68417334198	1.63442614365	1.34697339084	1.30039419455	-11	326
silva	100sp	dataset_5	set2	V4V4	powerlaw	mothur	26.6750553622	7.8846441995	7.82059890025	7.80526291297	5.34489318924	5.34489318924	-11	330
silva	100sp	dataset_5	set3	V4V4	powerlaw	mothur	5.90796183587	0.884818840359	0.641457240165	0.551083758916	0.33203569757	0.220962809059	-11	259
silva	100sp	dataset_5	set4	V4V4	powerlaw	mothur	4.30239592442	2.35008226186	1.49139524853	1.42013792076	1.30649841813	1.30649841813	-11	380
silva	100sp	dataset_5	set5	V4V4	powerlaw	mothur	3.36376775678	0.738367901488	0.647869401671	0.506839797334	0.459135288387	0.433137322655	-11	321
silva	100sp	dataset_5	set6	V4V4	powerlaw	mothur	2.99088338641	1.21653486589	0.781166688019	0.746221034254	0.708381713039	0.602290649281	-11	328
silva	100sp	dataset_5	set7	V4V4	powerlaw	mothur	2.25419620925	0.962482163939	0.857385417656	0.781578087813	0.590221732059	0.34708678853	-11	373
silva	100sp	dataset_5	set8	V4V4	powerlaw	mothur	2.63164062738	1.61671634672	0.856240484227	0.665640069002	0.271587084408	0.196983790893	-11	449
silva	100sp	dataset_5	set9	V4V4	powerlaw	mothur	14.3910538493	8.69750759696	0.632424810115	0.576538058191	0.334357869332	0.321600305938	-11	652
silva	100sp	dataset_5	set10	V4V4	powerlaw	mothur	3.2887493288	0.684806106062	0.535486190165	0.46437788565	0.283527947709	0.240932482625	-11	420
silva	200sp	dataset_1	set1	V4V4	powerlaw	mothur	5.64757204312	3.21845104453	1.15674070648	1.00289839053	0.753192270171	0.616350821308	-37	597
silva	200sp	dataset_1	set2	V4V4	powerlaw	mothur	17.6178805284	14.9510475098	4.47178237292	4.41852621208	4.26976794959	4.21595296722	-37	356
silva	200sp	dataset_1	set3	V4V4	powerlaw	mothur	6.47036962537	4.59032240822	1.73917947875	1.51732466917	1.31513378557	1.26114356457	-37	357
silva	200sp	dataset_1	set4	V4V4	powerlaw	mothur	37.8332216119	33.3720008566	30.9774944561	30.8662358613	30.7452312323	30.7452312323	-37	347
silva	200sp	dataset_1	set5	V4V4	powerlaw	mothur	7.79084422362	3.05121412845	1.06966799496	0.93645332479	0.690533800592	0.519260738033	-37	491
silva	200sp	dataset_1	set6	V4V4	powerlaw	mothur	5.59158031787	2.41873915947	1.50524346788	1.45045296384	1.16256780368	1.01260934058	-37	456
silva	200sp	dataset_1	set7	V4V4	powerlaw	mothur	7.53826409893	5.23169325939	1.48639222483	1.37863357501	0.881813491884	0.71125305269	-37	363
silva	200sp	dataset_1	set8	V4V4	powerlaw	mothur	8.33526375192	2.52328915138	0.941438948996	0.824059236257	0.659575285003	0.504688886839	-37	340
